"location","legacy_sales_order","sales_order_date","jde_sales_order","back_order_date","reference_order_date","customer_po","customer_ship_to_8","customer_ship_to_9","make_buy_transfer","label_owner","priority_sku","product_label_sku","description","customer_profile_owner","shortage_reason","shortage_date","next_available_date","followup_comments","type_of_sale","type_of_sale_2","total_sku_beginning_inventory","oo_cases","b_t_open_order_cases","order_shortage_case_no","total_sku_shortage_qty","inventory_soft_hold_release","inventory_usable","production_schedule","production_soft_hold_release","purchase_order_and_transfer_in","sales_order_and_transfer_out","item_to_compare_ofr","item_to_compare_csv","shipped qty(OFR)","shipped qty(CSV)","match"
25,"46077",2024-07-24,NA,-6046343-07-11,"0","2369282Z","30630-013","USF SWEDESBORO","X","C",NA,"18543USM","MAYO LT NTF JAR 4/1 GAL","DSALCEDO","1",2024-08-07,2024-08-08,NA,"0","REGULAR","0",12,NA,-12,-12,0,0,0,0,0,12,"25_18543USM","25_18543USM",0,0,"matching"
25,"45862",2024-07-23,NA,-6046343-07-11,"0","4511614371","10629-419","GFS SPRINGFIELD","X","C",NA,"23489GFS","SCE GHOST CHILI JUG 2/1 GAL","TBAKER","1",2024-08-07,2024-08-10,NA,"0","REGULAR","7",22,NA,-15,-15,0,0,0,0,0,22,"25_23489GFS","25_23489GFS",7,7,"matching"
25,"45862",2024-07-23,NA,-6046343-07-11,"0","4511614371","10629-419","GFS SPRINGFIELD","X","C",NA,"23863GFS","SCE CHIX JUG 2/1 GAL","TBAKER","6",2024-08-07,2024-08-10,NA,"0","REGULAR","0",22,NA,-22,-98,0,0,0,0,0,98,"25_23863GFS","25_23863GFS",0,0,"matching"
25,"45865",2024-07-23,NA,-6046343-07-11,"0","4511614410","35313-016","GFS PLANT CITY","X","C",NA,"23863GFS","SCE CHIX JUG 2/1 GAL","DCOVINGTON","6",2024-08-07,2024-08-10,NA,"0","REGULAR","0",32,NA,-32,-98,0,0,0,0,0,98,"25_23863GFS","25_23863GFS",0,0,"matching"
25,"46000",2024-07-24,NA,-6046343-07-11,"0","4511619252","10629-417","GFS BRIGHTON","X","C",NA,"23863GFS","SCE CHIX JUG 2/1 GAL","JEWASHINGT","6",2024-08-07,2024-08-10,NA,"0","REGULAR","0",44,NA,-44,-98,0,0,0,0,0,98,"25_23863GFS","25_23863GFS",0,0,"matching"
30,"60356",2024-07-23,NA,-6046343-07-11,"0","2249349A","09994-001","USF FIFE NORTHWEST","X","VF","YES","21479GND","SCE GRLC LIQ NPHO 128/1.25 OZ","RGEORGE","6",2024-08-07,NA,"Special Order","0","REGULAR","0",2,NA,-2,-2,0,0,0,0,0,2,"30_21479GND","30_21479GND",0,0,"matching"
30,"60488",2024-07-31,NA,-6046343-07-11,"0","2074859L","00904-125","USF-SEATTLE NRTH-MASS DRY","X","C",NA,"22090USS","MARG WHP PAIL 20#","UNASSIGNED","Q",2024-08-07,2024-08-08,NA,"0","REGULAR","368",225,NA,-193,-778,0,0,0,0,0,1146,"30_22090USS","30_22090USS",32,32,"matching"
30,"60495",2024-08-01,NA,-6046343-07-11,"0","2249349A","09994-062","USF FIFE NORTHWEST-MASS","X","C",NA,"22090USS","MARG WHP PAIL 20#","UNASSIGNED","Q",2024-08-07,2024-08-08,NA,"0","REGULAR","368",60,NA,-60,-778,0,0,0,0,0,1146,"30_22090USS","30_22090USS",0,0,"matching"
30,"60499",2024-08-01,NA,-6046343-07-11,"0","2447174Q","09994-062","USF FIFE NORTHWEST-MASS","X","C",NA,"22090USS","MARG WHP PAIL 20#","UNASSIGNED","Q",2024-08-07,2024-08-08,NA,"0","REGULAR","368",210,NA,-210,-778,0,0,0,0,0,1146,"30_22090USS","30_22090USS",0,0,"matching"
34,"27795",2024-07-24,NA,-6046343-07-11,"0","23203130","40010-012","SYSCO BARABOO","M","C",NA,"11364COM","SHTG LRD DEOD 640 NTF BIB 50#","SBLOCKER","6",2024-08-07,2024-08-08,NA,"0","REGULAR","0",108,NA,-108,-1068,0,0,0,0,0,1068,"34_11364COM","34_11364COM",0,0,"matching"
34,"27733",2024-07-23,NA,-6046343-07-11,"0","2450382998","27417-001","REINHART MARSHALL","M","C",NA,"15778CSO","SHTG LRD DEOD BIB 50#","OLOPEZ","6",2024-08-07,NA,NA,"0","REGULAR","0",24,NA,-24,-168,0,0,0,0,0,168,"34_15778CSO","34_15778CSO",0,0,"matching"
34,"27793",2024-07-24,NA,-6046343-07-11,"0","23203150","40010-012","SYSCO BARABOO","M","C",NA,"22231COM","SHTG FRY HD AV BLND BIB 50#","SBLOCKER","6",2024-08-07,2024-08-10,NA,"0","REGULAR","1010",36,NA,-34,-34,0,0,0,0,0,1044,"34_22231COM","34_22231COM",2,2,"matching"
34,"27681",2024-07-22,NA,-6046343-07-11,"0","137268408","10575-005","MARTIN BROTHERS","M","VF",NA,"22235WCP","SHTG FRY HD A/V BLND BIB 50#","MKIRKWOOD","6",2024-08-07,2024-08-19,NA,"0","REGULAR","0",72,NA,-72,-72,0,0,0,0,0,72,"34_22235WCP","34_22235WCP",0,0,"matching"
34,"27733",2024-07-23,NA,-6046343-07-11,"0","2450382998","27417-001","REINHART MARSHALL","M","C",NA,"22259CSO","SHTG HD FRY AV BLND CUBE 50#","OLOPEZ","6",2024-08-07,2024-08-19,NA,"0","REGULAR","0",2,NA,-2,-2,0,0,0,0,0,2,"34_22259CSO","34_22259CSO",0,0,"matching"
43,"33",2024-07-24,NA,-6046343-07-11,"0","2433045Y","11071-003","USF MONTGOMERY","X","C",NA,"17883USS","SHTG LRD DEOD 640 NTF BIB 50#","TBAKER","H",2024-08-07,2024-08-08,NA,"0","REGULAR","0",96,NA,-96,-96,0,0,0,0,0,96,"43_17883USS","43_17883USS",0,0,"matching"
55,"67673",2024-07-22,NA,-6046343-07-11,"0","96034","35057-001","SCAVUZZO'S INC","X","VF",NA,"11364WCP","SHTG LRD DEOD 640 BIB 50#","JHARDEN","H",2024-08-07,2024-08-08,NA,"0","REGULAR","362",24,NA,-24,-322,0,0,0,0,0,684,"55_11364WCP","55_11364WCP",0,0,"matching"
55,"67717",2024-07-22,NA,-6046343-07-11,"0","882680","10248-002","SPRINGFIELD GROCERS","X","VF",NA,"11364WCP","SHTG LRD DEOD 640 BIB 50#","JHARDEN","H",2024-08-07,2024-08-08,NA,"0","REGULAR","362",48,NA,-48,-322,0,0,0,0,0,684,"55_11364WCP","55_11364WCP",0,0,"matching"
55,"67789",2024-07-23,NA,-6046343-07-11,"0","2176766I","31983-005","USF TOPEKA","X","VF",NA,"11364WCP","SHTG LRD DEOD 640 BIB 50#","JHARDEN","H",2024-08-07,2024-08-08,NA,"0","REGULAR","362",36,NA,-36,-322,0,0,0,0,0,684,"55_11364WCP","55_11364WCP",0,0,"matching"
55,"67831",2024-07-24,NA,-6046343-07-11,"0","2259746A","10285-001","USF GRAND ISLAND","X","VF",NA,"11364WCP","SHTG LRD DEOD 640 BIB 50#","MKIRKWOOD","H",2024-08-07,2024-08-08,NA,"0","REGULAR","362",24,NA,-24,-322,0,0,0,0,0,684,"55_11364WCP","55_11364WCP",0,0,"matching"
55,"67680",2024-07-22,NA,-6046343-07-11,"0","1911044H","11364-048","USF OGDEN","X","C",NA,"17883USS","SHTG LRD DEOD 640 NTF BIB 50#","SBLOCKER","H",2024-08-07,2024-08-09,NA,"0","REGULAR","0",36,NA,-36,-108,0,0,0,0,0,108,"55_17883USS","55_17883USS",0,0,"matching"
55,"67789",2024-07-23,NA,-6046343-07-11,"0","2176766I","31983-005","USF TOPEKA","X","C",NA,"18607USM","MAYO CHPTL NTF JAR 2/1 GAL","JHARDEN","S",2024-08-07,2024-08-08,NA,"0","REGULAR","82",126,NA,-44,-44,0,0,0,0,0,126,"55_18607USM","55_18607USM",82,19,"not_matching"
55,"68235",2024-07-31,NA,-6046343-07-11,"0","2259746A","10285-017","USF GRAND ISLAND MASS","X","C","YES","20401USS","SPRD 60% WHP BTR CUP 600/5 GR","MKIRKWOOD","H",2024-08-07,2024-08-12,NA,"0","REGULAR","0",48,NA,-48,-48,0,0,0,0,0,48,"55_20401USS","55_20401USS",0,0,"matching"
55,"67847",2024-07-24,NA,-6046343-07-11,"0","154451","30476-005","DELCO & FERRARO OF IN LLC","X","VF",NA,"71068HVR","DSG SWT & TART NTF JAR 4/1 GAL","JBOWER","S",2024-08-07,2024-08-14,NA,"0","REGULAR","207",384,NA,-177,-177,0,0,0,0,0,384,"55_71068HVR","55_71068HVR",207,207,"matching"
208,"40876",2024-07-23,NA,-6046343-07-11,"0","781794","05560-078","BEK SAN ANT","B","C",NA,"11597BKE","BS BF PST NTF 6/4#","YVILLEGAS","1",2024-08-07,2024-08-19,NA,"0","REGULAR","0",10,NA,-10,-10,0,0,0,0,0,10,"208_11597BKE","208_11597BKE",0,0,"matching"
208,"40838",2024-07-23,NA,-6046343-07-11,"0","194872","31688-105","BEK DFW","B","VF",NA,"12211CLG","BS BF NO MSG NTF 6/1#","YVILLEGAS","s",2024-08-07,2024-08-14,NA,"0","REGULAR","0",6,NA,-6,-28,0,0,0,0,0,28,"208_12211CLG","208_12211CLG",0,0,"matching"
208,"40876",2024-07-23,NA,-6046343-07-11,"0","781794","05560-078","BEK SAN ANT","B","VF",NA,"12211CLG","BS BF NO MSG NTF 6/1#","YVILLEGAS","s",2024-08-07,2024-08-14,NA,"0","REGULAR","0",22,NA,-22,-28,0,0,0,0,0,28,"208_12211CLG","208_12211CLG",0,0,"matching"
208,"40823",2024-07-23,NA,-6046343-07-11,"0","204689","09197-017","BEN E KEITH SOUTHEAST","X","C",NA,"17624BKE","DSG BLUCHS NTF JAR 4/1 GAL","YVILLEGAS","R",2024-08-07,2024-08-08,"same day production.  Running first day back on this size","0","REGULAR","0",12,NA,-12,-12,0,0,0,0,0,12,"208_17624BKE","208_17624BKE",0,0,"matching"
208,"40799",2024-07-23,NA,-6046343-07-11,"0","27180600","40214-098","SYSCO CNTL TX","B","C",NA,"19125SYS","BS VEG LOSOD NTF 6/1#","TRJOHNSON","m",2024-08-07,2024-08-21,NA,"0","REGULAR","0",14,NA,-14,-14,0,0,0,0,0,14,"208_19125SYS","208_19125SYS",0,0,"matching"
208,"40876",2024-07-23,NA,-6046343-07-11,"0","781794","05560-078","BEK SAN ANT","X","C",NA,"19416BEK","DSG 1000 ISL DLX JAR 2/1 GAL","YVILLEGAS","1",2024-08-07,2024-08-09,NA,"0","REGULAR","0",42,NA,-42,-42,0,0,0,0,0,42,"208_19416BEK","208_19416BEK",0,0,"matching"
208,"40823",2024-07-23,NA,-6046343-07-11,"0","204689","09197-017","BEN E KEITH SOUTHEAST","X","C",NA,"19425BEK","DSG BALSM VNGRT JAR 2/1 GAL","YVILLEGAS","1",2024-08-07,2024-08-12,NA,"0","REGULAR","0",7,NA,-7,-7,0,0,0,0,0,7,"208_19425BEK","208_19425BEK",0,0,"matching"
208,"40876",2024-07-23,NA,-6046343-07-11,"0","781794","05560-078","BEK SAN ANT","X","C",NA,"19426BEK","DSG POPYSD NTF PET JAR 2/1 GAL","YVILLEGAS","1",2024-08-07,2024-08-12,NA,"0","REGULAR","0",63,NA,-63,-71,0,0,0,0,0,71,"208_19426BEK","208_19426BEK",0,0,"matching"
208,"40865",2024-07-23,NA,-6046343-07-11,"0","24228540","40139-066","SYSCO ARKAN","X","C","YES","23123NWN","DSG FRCH PCH 60/1.5 OZ","TRJOHNSON","1",2024-08-07,2024-08-12,NA,"0","REGULAR","7",120,NA,-113,-113,0,0,0,0,0,120,"208_23123NWN","208_23123NWN",7,7,"matching"
208,"40919",2024-07-24,NA,-6046343-07-11,"0","194412","30386-009","MARQUE'S FOOD DIST INC","X","C",NA,"23139HMP","DSG RCH JAR 4/1 GAL","JHARDEN","6",2024-08-07,2024-08-20,NA,"0","REGULAR","111",144,NA,-45,-45,0,0,0,0,0,156,"208_23139HMP","208_23139HMP",99,93,"not_matching"
208,"40865",2024-07-23,NA,-6046343-07-11,"0","24228540","40139-066","SYSCO ARKAN","B","C",NA,"72807SYS","BS PORK NTF 6/1#","TRJOHNSON","1",2024-08-07,2024-08-13,NA,"0","REGULAR","1",9,NA,-8,-8,0,0,0,0,0,9,"208_72807SYS","208_72807SYS",1,1,"matching"
208,"40919",2024-07-24,NA,-6046343-07-11,"0","194412","30386-009","MARQUE'S FOOD DIST INC","X","C",NA,"77320HMT","DSG HNYMUST NTF JAR 4/1 GAL","JHARDEN","1",2024-08-07,NA,"So far we have only sold 9 cases and disposed expired 36 cases","0","REGULAR","0",6,NA,-6,-6,0,0,0,0,0,6,"208_77320HMT","208_77320HMT",0,0,"matching"
208,"40838",2024-07-23,NA,-6046343-07-11,"0","194872","31688-105","BEK DFW","B","VF",NA,"86362CLG","BS LOBSTER REAL NTF 6/1#","YVILLEGAS","s",2024-08-07,2024-08-14,NA,"0","REGULAR","1",5,NA,-4,-4,0,0,0,0,0,5,"208_86362CLG","208_86362CLG",1,1,"matching"
33,"40791",2024-07-23,NA,-6046343-07-11,"0","2450530702","27661-011","REINHART MILW BURGER KING","M","C",NA,"23936BRK","SCE ONION ZST DIP 300/0.89 OZ","SBLOCKER","1 if need",2024-08-07,NA,NA,"0","REGULAR","435",288,NA,-69,-69,0,0,0,0,0,504,"33_23936BRK","33_23936BRK",219,219,"matching"
75,"4640",2024-07-24,NA,-6046343-07-11,"0","30461970","40069-043","SYSCO SAN FRAN","X","C",NA,"13702SYS","DSG CLTRO LIME LF JAR 2/1 GAL","RDIAZ","S",2024-08-07,2024-08-15,NA,"0","REGULAR","28",42,NA,-14,-14,0,0,0,0,0,42,"75_13702SYS","75_13702SYS",28,28,"matching"
75,"4469",2024-07-23,NA,-6046343-07-11,"0","27252020","40212-056","SYSCO INTRMN","X","C","YES","23124NWN","DSG FRCH CRM PCH 60/1.5 OZ","SBLOCKER","S",2024-08-07,2024-08-13,NA,"0","REGULAR","0",48,NA,-48,-48,0,0,0,0,0,48,"75_23124NWN","75_23124NWN",0,0,"matching"
75,"4620",2024-07-24,NA,-6046343-07-11,"0","30461800","40069-043","SYSCO SAN FRAN","X","C",NA,"72119SYS","DSG RCH HSE NTF JAR 4/1 GAL","RDIAZ","S",2024-08-07,2024-08-08,NA,"0","REGULAR","22",24,NA,-2,-2,0,0,0,0,0,24,"75_72119SYS","75_72119SYS",22,12,"not_matching"
25,"45913",2024-07-23,NA,-6046343-07-11,"0","59296210","40161-003","SYSCO NASHVILLE","M","C",NA,"12701SYS","DSG BLUCHS CHNK PREM 4/1 GAL","JBOWER","R",2024-08-08,2024-08-09,NA,"0","REGULAR","0",8,NA,-8,-164,0,0,0,0,0,164,"25_12701SYS","25_12701SYS",0,0,"matching"
25,"45913",2024-07-23,NA,-6046343-07-11,"0","59296210","40161-003","SYSCO NASHVILLE","M","C",NA,"13702SYS","DSG CLTRO LIME LF JAR 2/1 GAL","JBOWER","R",2024-08-08,2024-08-09,NA,"0","REGULAR","0",2,NA,-2,-96,0,0,0,0,0,96,"25_13702SYS","25_13702SYS",0,0,"matching"
25,"45768",2024-07-22,NA,-6046343-07-11,"0","1900772R","02504-002","USF BUFFALO","M","VF","YES","14374HVR","DSG RCH ORIG LT CUP SS160/1 OZ","TBAKER","R",2024-08-08,2024-08-12,NA,"0","REGULAR","16",120,NA,-104,-104,0,0,0,0,0,120,"25_14374HVR","25_14374HVR",16,0,"not_matching"
25,"45667",2024-07-19,NA,-6046343-07-11,"0","1588562L","34361-001","USF HURRICANE","M","C",NA,"18615USH","SLD DSG NTF JAR 4/1 GAL","TBAKER","1",2024-08-08,2024-08-12,NA,"0","REGULAR","0",72,NA,-72,-252,0,0,0,0,0,252,"25_18615USH","25_18615USH",0,0,"matching"
25,"45894",2024-07-23,NA,-6046343-07-11,"0","2630723053","01674-231","COSTCO DEPOT #263 CHILL","M","C","YES","18797COS","SLD DSG SHRIMP NTF PCH 6/42 OZ","JMARKSCH","1",2024-08-08,2024-08-12,"Special Order","0","REGULAR","0",90,NA,-90,-90,0,0,0,0,0,90,"25_18797COS","25_18797COS",0,0,"matching"
25,"46134",2024-07-25,NA,-6046343-07-11,"0","4511626131","10629-452","GFS CLAY CULVERS","M","C","YES","20621CVR","DSG HNYMUST NTF CUP 120/1.9 OZ","JEWASHINGT","M",2024-08-08,2024-08-14,NA,"0","REGULAR","0",196,NA,-196,-196,0,0,0,0,0,196,"25_20621CVR","25_20621CVR",0,0,"matching"
25,"45913",2024-07-23,NA,-6046343-07-11,"0","59296210","40161-003","SYSCO NASHVILLE","M","C",NA,"22180SYS","DSG BLOOD ORNG VINGRT 2/1 GAL","JBOWER","R",2024-08-08,2024-08-09,NA,"0","REGULAR","0",1,NA,-1,-26,0,0,0,0,0,26,"25_22180SYS","25_22180SYS",0,0,"matching"
25,"45995",2024-07-24,NA,-6046343-07-11,"0","15468070","40081-003","SYSCO PITTSB","M","C",NA,"22180SYS","DSG BLOOD ORNG VINGRT 2/1 GAL","DSALCEDO","R",2024-08-08,2024-08-09,NA,"0","REGULAR","0",15,NA,-15,-26,0,0,0,0,0,26,"25_22180SYS","25_22180SYS",0,0,"matching"
25,"45296",2024-07-16,NA,-6046343-07-11,"0","9945783W","08419-047","USF CINCINNATI","M","C",NA,"23459USM","DSG RCH FF JAR 4/1 GAL","TBAKER","R",2024-08-08,2024-08-14,NA,"0","REGULAR","20",24,NA,-4,-4,0,0,0,0,0,24,"25_23459USM","25_23459USM",20,20,"matching"
25,"45857",2024-07-23,NA,-6046343-07-11,"0","59295940","40161-003","SYSCO NASHVILLE","M","VF",NA,"72048VEN","MAYO HD NTF JAR 4/1 GAL","JBOWER","1",2024-08-08,2024-08-12,NA,"0","REGULAR","90",96,NA,-6,-66,0,0,0,0,0,156,"25_72048VEN","25_72048VEN",90,90,"matching"
25,"45995",2024-07-24,NA,-6046343-07-11,"0","15468070","40081-003","SYSCO PITTSB","M","VF",NA,"72048VEN","MAYO HD NTF JAR 4/1 GAL","DSALCEDO","1",2024-08-08,2024-08-12,NA,"0","REGULAR","90",60,NA,-60,-66,0,0,0,0,0,156,"25_72048VEN","25_72048VEN",0,0,"matching"
25,"45636",2024-07-19,NA,-6046343-07-11,"0","971687","35185-001","PFG SWEDESBORO","X","VF","YES","15363HVR","MAYO NTF PCH SS 200/12 GR","DSALCEDO","1",2024-08-08,2024-08-13,"Special Order","0","REGULAR","0",44,NA,-44,-44,0,0,0,0,0,44,"25_15363HVR","25_15363HVR",0,0,"matching"
25,"46121",2024-07-25,NA,-6046343-07-11,"0","2467832G","08864-001","USF NORWICH","X","VF",NA,"77191CHP","MAYO LT NTF JAR 4/1 GAL","TBAKER","1",2024-08-08,2024-08-09,NA,"0","REGULAR","0",24,NA,-24,-48,0,0,0,0,0,48,"25_77191CHP","25_77191CHP",0,0,"matching"
33,"40694",2024-07-18,NA,-6046343-07-11,"0","4511596957","10629-146","GFS KENOSHA","M","C",NA,"16571GFS","SCE BBQ SWT SPC NTF PAIL 5 GAL","SBLOCKER","1",2024-08-08,2024-08-12,"Special Order","0","REGULAR","23",24,NA,-1,-1,0,0,0,0,0,24,"33_16571GFS","33_16571GFS",23,23,"matching"
33,"40760",2024-07-22,NA,-6046343-07-11,"0","137268808","10575-007","MARTIN BROTHERS","M","C",NA,"21368HMT","DSG RCH JAR 4/1 GAL","MKIRKWOOD","1 if need",2024-08-08,NA,NA,"0","REGULAR","81",96,NA,-15,-15,0,0,0,0,0,96,"33_21368HMT","33_21368HMT",81,81,"matching"
33,"40848",2024-07-24,NA,-6046343-07-11,"0","2450815399","31564-016","REINHART TWIN CITIES SBY","M","C",NA,"23862SBY","DSG GRLC RST AIOLI 6/32 FL OZ","KROGERS","1",2024-08-08,2024-08-12,NA,"0","REGULAR","264",266,NA,-2,-2,0,0,0,0,0,266,"33_23862SBY","33_23862SBY",264,264,"matching"
34,"27800",2024-07-25,NA,-6046343-07-11,"0","2450815470","31564-001","REINHART TWIN CITIES","M","C",NA,"15778CSO","SHTG LRD DEOD BIB 50#","OLOPEZ","6",2024-08-08,NA,NA,"0","REGULAR","0",48,NA,-48,-96,0,0,0,0,0,96,"34_15778CSO","34_15778CSO",0,0,"matching"
34,"27808",2024-07-25,NA,-6046343-07-11,"0","2450224122","27418-003","REINHART SHAWANO","M","C",NA,"15778CSO","SHTG LRD DEOD BIB 50#","SBLOCKER","6",2024-08-08,NA,NA,"0","REGULAR","0",48,NA,-48,-96,0,0,0,0,0,96,"34_15778CSO","34_15778CSO",0,0,"matching"
34,"27831",2024-07-25,NA,-6046343-07-11,"0","371330","10386-004","HENRY'S FOODS INC","X","VF",NA,"17737CGS","SCE TAR NTF JAR 4/1 GAL","OLOPEZ","J",2024-08-08,2024-08-09,"Special Order","0","REGULAR","0",18,NA,-18,-18,0,0,0,0,0,18,"34_17737CGS","34_17737CGS",0,0,"matching"
34,"27800",2024-07-25,NA,-6046343-07-11,"0","2450815470","31564-001","REINHART TWIN CITIES","M","C",NA,"22259CSO","SHTG HD FRY AV BLND CUBE 50#","OLOPEZ","6",2024-08-08,NA,NA,"0","REGULAR","0",24,NA,-24,-36,0,0,0,0,0,36,"34_22259CSO","34_22259CSO",0,0,"matching"
34,"27808",2024-07-25,NA,-6046343-07-11,"0","2450224122","27418-003","REINHART SHAWANO","M","C",NA,"22259CSO","SHTG HD FRY AV BLND CUBE 50#","SBLOCKER","6",2024-08-08,NA,NA,"0","REGULAR","0",12,NA,-12,-36,0,0,0,0,0,36,"34_22259CSO","34_22259CSO",0,0,"matching"
34,"27816",2024-07-25,NA,-6046343-07-11,"0","1720638","09965-034","VAN EERDEN","M","VF",NA,"33350WCP","SHTG AV FRY BIB 50#","DSALCEDO","6",2024-08-08,2024-08-12,NA,"0","REGULAR","437",720,NA,-319,-319,0,0,0,0,0,756,"34_33350WCP","34_33350WCP",401,401,"matching"
34,"27831",2024-07-25,NA,-6046343-07-11,"0","371330","10386-004","HENRY'S FOODS INC","X","VF",NA,"85508HVR","DSG BLUCHS JAR SS 4/1 GAL","OLOPEZ","J",2024-08-08,2024-08-09,"Special Order","0","REGULAR","12",24,NA,-12,-12,0,0,0,0,0,24,"34_85508HVR","34_85508HVR",12,0,"not_matching"
36,"28540",2024-07-24,NA,-6046343-07-11,"0","2442229Q","04018-004","USF-FSA SPOKANE","M","C",NA,"23420USM","DSG CLSW CRM JAR 4/1 GAL","RGEORGE","R",2024-08-08,2024-08-12,NA,"0","REGULAR","0",18,NA,-18,-18,0,0,0,0,0,18,"36_23420USM","36_23420USM",0,0,"matching"
36,"28539",2024-07-24,NA,-6046343-07-11,"0","2442219Q","04018-004","USF-FSA SPOKANE","M","C",NA,"23433USM","DSG CSR SS JAR 4/1 GAL","RGEORGE","R",2024-08-08,2024-08-12,NA,"0","REGULAR","23",72,NA,-49,-49,0,0,0,0,0,72,"36_23433USM","36_23433USM",23,23,"matching"
55,"67912",2024-07-25,NA,-6046343-07-11,"0","C4753017","10131-007","CASH-WA DIST CO","X","VF","YES","13687GNS","SPRD WHP CUP 600/5 GRAM","MKIRKWOOD","S",2024-08-08,2024-08-09,NA,"0","REGULAR","565",12,NA,-11,-11,0,0,0,0,0,576,"55_13687GNS","55_13687GNS",1,1,"matching"
55,"67693",2024-07-22,NA,-6046343-07-11,"0","20130390","40078-007","SYSCO GRD RAPIDS","X","C",NA,"22231COM","SHTG FRY HD AV BLND BIB 50#","DSALCEDO","H",2024-08-08,2024-08-09,NA,"0","REGULAR","0",36,NA,-36,-96,0,0,0,0,0,96,"55_22231COM","55_22231COM",0,0,"matching"
55,"67740",2024-07-23,NA,-6046343-07-11,"0","14666340","40049-011","SYSCO IOWA","X","C",NA,"22231COM","SHTG FRY HD AV BLND BIB 50#","MKIRKWOOD","H",2024-08-08,2024-08-09,NA,"0","REGULAR","0",24,NA,-24,-96,0,0,0,0,0,96,"55_22231COM","55_22231COM",0,0,"matching"
55,"67875",2024-07-25,NA,-6046343-07-11,"0","29458480","40051-005","SYSCO CHICAGO","X","C",NA,"22231COM","SHTG FRY HD AV BLND BIB 50#","JBOWER","H",2024-08-08,2024-08-09,NA,"0","REGULAR","0",36,NA,-36,-96,0,0,0,0,0,96,"55_22231COM","55_22231COM",0,0,"matching"
55,"67817",2024-07-24,NA,-6046343-07-11,"0","18904720","40133-021","SYSCO LINCOLN","X","VF",NA,"85653HVR","DSG ITAL GLD FF JAR SS 4/1 GAL","MKIRKWOOD","S",2024-08-08,2024-08-09,"Special Order","0","REGULAR","10",11,NA,-1,-1,0,0,0,0,0,11,"55_85653HVR","55_85653HVR",10,10,"matching"
75,"4409",2024-07-22,NA,-6046343-07-11,"0","893226","00781-008","H H LEDYARD","M","VF",NA,"13129HVR","DSG RCH ORIG SS CUP 96/2 OZ","RDIAZ","Q",2024-08-08,2024-08-12,"Inventory were placed on hold by QA. Next production will be on 8/9.","0","REGULAR","0",50,NA,-50,-50,0,0,0,0,0,50,"75_13129HVR","75_13129HVR",0,0,"matching"
75,"4709",2024-07-25,NA,-6046343-07-11,"0","23100250","40199-065","SYSCO SAN DIEGO MASS","X","C","YES","21721WFS","SPRD WHP HR CUP 900/5 GR","RPLUNKETT","Q",2024-08-08,2024-08-10,"Product placed on hold by QA. Waiting for updated.","0","REGULAR","0",36,NA,-36,-108,0,0,0,0,0,108,"75_21721WFS","75_21721WFS",0,0,"matching"
75,"4711",2024-07-25,NA,-6046343-07-11,"0","44200620","40227-097","SYSCO LOS ANGEL MASS","X","C","YES","21721WFS","SPRD WHP HR CUP 900/5 GR","RGEORGE","Q",2024-08-08,2024-08-10,"Product placed on hold by QA. Waiting for updated.","0","REGULAR","0",36,NA,-36,-108,0,0,0,0,0,108,"75_21721WFS","75_21721WFS",0,0,"matching"
75,"4496",2024-07-23,NA,-6046343-07-11,"0","20829090","40188-035","SYSCO SACRAM","X","C","YES","23124NWN","DSG FRCH CRM PCH 60/1.5 OZ","RDIAZ","S",2024-08-08,2024-08-14,NA,"0","REGULAR","0",18,NA,-18,-18,0,0,0,0,0,18,"75_23124NWN","75_23124NWN",0,0,"matching"
75,"4728",2024-07-25,NA,-6046343-07-11,"0","27970560","40184-069","SYSCO PHOENIX","X","VF",NA,"23391HVR","DSG RCH BMLK JAR 4/1 GAL","SBLOCKER","S",2024-08-08,2024-08-12,NA,"0","REGULAR","0",24,NA,-24,-24,0,0,0,0,0,24,"75_23391HVR","75_23391HVR",0,0,"matching"
208,"40707",2024-07-22,NA,-6046343-07-11,"0","05253211","03025-102","LABATT ALBQ FOODSERVICE","B","VF",NA,"12215CLG","BS BF NO MSG SQ PAIL 25#","DCOVINGTON","6",2024-08-08,2024-08-21,NA,"0","REGULAR","1",2,NA,-1,-1,0,0,0,0,0,2,"208_12215CLG","208_12215CLG",1,1,"matching"
208,"40961",2024-07-25,NA,-6046343-07-11,"0","38076620","40131-120","SYSCO N TEXAS","X","VF",NA,"20775SCR","SCE BBQ SMK NTF JUG 4/1 GAL","TRJOHNSON","s",2024-08-08,2024-08-12,NA,"0","REGULAR","0",11,NA,-11,-11,0,0,0,0,0,11,"208_20775SCR","208_20775SCR",0,0,"matching"
208,"40634",2024-07-19,NA,-6046343-07-11,"0","98976C25","40062-397","SYGMA BURGKING SANANTONIO","X","C",NA,"23952BRK","SCE HNYMUST DIPCUP 100/0.89 OZ","JHARDEN","1",2024-08-08,NA,"Not enough WIP was made to produce original qty of cases scheduled.","0","REGULAR","201",204,NA,-3,-3,0,0,0,0,0,204,"208_23952BRK","208_23952BRK",201,201,"matching"
208,"41023",2024-07-26,NA,-6046343-07-11,"0","24234420","40139-066","SYSCO ARKAN","B","C",NA,"72807SYS","BS PORK NTF 6/1#","TRJOHNSON","s",2024-08-08,2024-08-13,NA,"0","REGULAR","0",3,NA,-3,-3,0,0,0,0,0,3,"208_72807SYS","208_72807SYS",0,0,"matching"
